review,rating
Headset not work,1
"There is a problem with mic.its not loud nd clear.else works fine , build is delicate.",3
"Extra base ,uncomfortable due to high base. Music isnt soothing..one side isnt producing sound.",1
Sound quality-4Bass-3.5Battery backup-4.5   It's good,5
Good but no bass as much like redmi,5
Nice,5
Waste material and waste of money product by china .......get lots from india,1
I am using real me buds last one week.. I really satisfied with this price. SOUND quality is no good. Under this price this it is very good product...,5
Nice,5
Battery back up only 7 hours,1
Amazing product,5
No bass at all.,1
After use of 1hr of wireless headphones ear pain will severe..,3
Very good quality,5
After 2-3 weeks of use my review goes as.. Sound quality is really amazing I've heard almost all kinds of music as well as instruments using these.. No complains with sound personally.. Even the bass is goodDesign and build is amazing.. It's light easy to carry and won't get ruined that soonMy only problem is it's eartips are quite big for me.. I'm used to JBL earphones which was quite small comparatively and used to stay in ear for long without hurting.. This one starts hurting I need to ...,4
Much better than OnePlus wireless z in terms of sound quality and bass. I have returned OnePlus wireless z because no bass and bought this product.,4
Battery back is awesome awesome,3
Received a damaged product one side speaker is not working and no return is available,1
Bad products,1
Voice is not clear. Bad product. I want return the same. Return option not shown,1
All over is good product for music but  not good in voice calls . It have problems regarding voice call,3
Ok product Not the best,1
I am facing charging problem,1
After reading the reviews I was having very high expectations about the audio quality and bass but was bit disappointed as it was pretty average my boat wired headset gives better acoustics and bass than this...paring and connection is very fast..pause/stop and disconnect by magnetically attaching ear buds is very convenient...battery life and standby is good..value for money,4
"Damaged product recieved.The box was tampered.And despite of having a valid replacement policy , I'm unable to replace the product because it shows return policy ended.But i have the time untill june 24.",1
Extremely satisfiedBetter than one plus bullets wireless z,5
Buttons Not working ..  Damage product received,1
The right bud stopped working within 6 months and the mic quality is not decent,1
Don't purchase this product. Return or replacement or refund is not available in this product. Please don't buy any one. Iam suffering this issue.,1
Really good product battery backup is awesome.,4
"Awesome battery backup, build quality is great too and disturbance free",5
"I was bought it in 15 June 2020 , and today (03.08.20) the microphone is not working at all.",1
Nice product,5
Nice product,5
Nice products i am satisfied,5
Good,5
Semma product....semma bass.... Even I'm using this on my jiophone..... excellent product realme.....thank you,5
Best Bluetooth wireless headphones..#,5
Does not fit in my ears properly even after using different ear tips provided in the box. Specially during exercise and walking.,3
Good headphone.but the delivery boy does not take any protection of covid 19,5
Very good for this price rate,5
Everything else is good. The only thing I miss is a mute button when using on call.,4
Nice,5
2000 k budget m sbse best wireless,5
"The Way RealMe Has Made These Wireless Headset Is PERFECT!!!!! Only Minor Thing Is BASS is Normal And Is Suited For Everyone ....except For High BASS lovers!!!!The Controls & Quality Is All PREMIUM!!!!!!The Thing I Liked Was That Even If You Wear It ....You Will Not Feel Anything on your NECK!!! So Premium Quality It Is!!!Calling Has No LAG issues, Sometimes There is LAG during PUBG play!!!Last Plus Point Is That Even If You Move More then Its Last Distance...I felt No Issue Of Buffering...",5
Must buy   Excellent  nice product by realme  Sound 4.7 out of 5 Bass 4.2 out of 5Built and design 4.3 out of 5,4
Happy with buds,5
Slightly disappointed to buy this at 1800 price range neck band is irritating many times in summer and ear also feel pain when used earhook. Sound feel heavy and you adjust differnt sound for differnt song. Totally disappointing.20% sound par ganna sunai tak nhi deta. You should sound min 90% to listen song.,1
"I am writing review after use this product for 3month..Sound is good ,battery backup is better,But I got problem in product after 3 month using during lockdown the mic is not working .. sometime is work automatically sometime it's not working. I not satisfied by this product which get damage after few months and cannot go to service center because of lockdown..",3
Very good product at this price range.,5
Value for the moneyGood product,3
grt buy ...Loud sound with good bass ..Nice noise cancellation Value for money,5
Price is so high .It should be under rs1500/.Missing charging cover (usb cover) that's big loop in it.Warranty period is not good 6 months only it should be 12 months like one plus and Sony Bluetooth headsets.,3
Its not working alll speekers,1
Awesome product for this price. But a little lag while playing PUBG,5
Microphone is not working good,1
this is not realme this is real tatti one side stopped working after 3 months,1
Good,5
Superb,5
Best Product in the market.,5
Great product,5
"Very good product.Few things which could be better.1. The wire must be in braided form, as peoole will use it in sweaty and dusty condition. Which will be a positive thing.2. The buttons are not easy to feel. I often struggle attaining tha call or skipping the music.",4
Earphone valu for money Battery life excellent Singal time charge I am using full day Pubg songs calls In lockdown its very very good battery life 13 hours bettry life my use,5
Just awesome 😎 Bass quality is superb Batterylife op Overall sound Quality awesome Realme 💯🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️,5
Received a damage product not working properly one side ear is not working,1
Mic not working after 1 month of use,1
Not worth the price. Its bluetooth hence it is convenient and at cheap price but sound quality and microphone is the worst. Sony headphones on any day is better than this. Its microphone is a disaster.,1
Sound-10/10Build Quality-10/10Bass-10/10,5
"Very poor quality, my personaly suggestion please don't buy this product.",1
"The product is as good as presented by Realme. The sound quality is great, good amount of bass, overall great product in a cheap price. The only consern I have with this is that the button are not tactile, it is very hard to determine which button is for volume rockers and which is the play/pause one.",5
Good,5
Nice,4
Normal bass .Futures is awesome...,4
For MI A3 boss sound bit low.. battery backup is too good.. just go for it... Best in this price range.. review after 4 months..,5
Amazing design,5
Pls do available in different colors specially in red blackRest all good quality,4
Super quality,5
This is great device. Battery backup is awesome.  About 8-9hours at normal volume.  Bass is little bit slow.  Sounds quality is amazing.  Over all a good product from realme.,4
Very good product 👌,5
Nice product,5
Everything is good,4
Nyc product..I loved it so much... sound quality is awesome... battery backup good..,5
Excellent battery backup.. one charge comes easily for 4 days... Only problem is that yellow colour of wire.  It will be an excellent product if it completely black,5
"Product is great, connects easily within 4-5 seconds. Bass is awesome and clear. Battery lasts for 4-6hours when Connected. Eg, will consume more battery if used while Binging TV shows/movie and playing games like COD and PUBG. While on call the battery lasts longer. If you've regular user/heavy user need to charge in every 2 days.",5
Best neckband in this price.. Really loved it. ❤❤❤,5
Super Sound quality nice Battery life also good Good design,4
very good,4
Sound nd build quality is good in ear fit is also good but the only problem with this is mic it works great but while you are riding a bike cant use it to take calls person on the other side will hear only noise not your words,4
One side not working.. waste product,1
"Sometimes Bluetooth got automatically disconnected,overall good product ,light weight, comfortable but not inside helmets",3
Excellent sound quality and the bass is uo to mark.Decent battery life. Nearly two days on normal usage,5
Really Good,4
built quality is the best u can getsound quality is literally sooo goodbattery goes for minimum 10hrs complete heavy usage or for 20 hrs light usage.. with the battery charging so fastoverall 11outof10 just go for iteven if ur budget is 1.5k.. extend it a lil bit n get this one,5
Very good product  bass is super Delivery good,5
Sound clarity is awesome.Voice calling is good less distrubance.Build design is very good.Bass is optimised correctly if you need bass the Boat 255f is monster of this. Compared both realme has my choice. Bass lovers go for boat.,4
Really amazing I loved it posting aft one month of usage really worth of buying the when he buying Brand times u will never cheated,5
Not bad...waste money..price 1000 honiiithii,3
Good sounds &battery backup,4
"First thing i should say abt this earphone : Insane Battery backup.Sound is good, Bass is mediocre (nothing special). Mids are nice, highs and lows are good but could be better.Considering the price point, its a notch ahead of the offerings.Satisfied.",3
"dont hezitate , just buy nd enjoy 🤗👌",5
"Best Earphones for Gym and Sports, got it for 1599 !!!",5
It's awesome,5
Wow,3
What I felt after using it was there should have been a cover over the charging lid so as to minimize the risk of any sort of damage inside. Overall sound quality just more than expectation heavy and punchy booming base. I'm contended!,5
"Build quality is good - the wires are thicker than regular and button areas are of aluminium construction. Bass and the clarity of sound is remarkable. Only downside is the medium capacity battery, which holds  backup for 2 days of heavy usage, and absence of ip67 certification. You will have to save it from sweat. But cant really complain after getting it at a lower price compared to others. Overall a cool product. I will definitely recommend!",5
"Not  bad,,,,,, one option is good,,,,, charging,,,  burds is magnetic,,,,, automatically ,,,, so Charging very goodI cant fluently spek in englins Sir,,  Sorry",3
Pubg sound problem,1
Nice smooth awesome sound,5
Ausomn stylish and lovely sound quality,5
"Super good earphones,sound quality was good.",5
Very bad quality,1
Best for this budget,5
Seriously very nice build quality And bass is superb And Bluetooth range also very niceI bought this buds in deal just 1599,5
"nice sound, rich bass and look a kamaal ,prime look",5
Nice product,5
"So far it is good , will post a detailed review after one month of use",4
Best value for money😘😘😘😘😘😘😘😘..Must buy it🤗🤗🤗,5
Osm  nice tanatan,5
"Good quality sound, looking good",4
awesome,5
Nice product 11 hr battery backupNice sound qualityThanks Flipkart,5
Great battery backupGood sound quality,5
sound qualities below-average and Bluetooth latency is horrible.,3
sound quality is really mind blowing must buy .just fall in love,4
if you want to purchase for bike ride time then it's not confertable . and not using in helmet bcoz it's buds size is bigger. 30-35 min use in helmet then u feel pain,4
Veri Nice Product By Realme wireless Budds,4
Nice product,5
very good in this price rangeBut delivery is too late,4
"Excellent sound quality, awesome, battery backup, build quality, also great overall worth buying in this price segment.Important note: length of the wire should be little short.",5
Good workingGood battery life 12 hr..Sounds goodValue for moneyRecemend to buy..,5
Very NYC product,5
there is noise cancellation.. when you talk outside it's very difficult to other person to listen voice.can not use outside for calling.you only use where there is no sound around..it can't for calling purpose..it is for music lovers,1
Excellent one,5
Excellent battery backup good sound,4
I am using it last 5 days .Realme wireless buds experince superb. Its sounds very clearly .Amazing perfomence,5
value for money! Bass is Good at this price range. overall I will give 4/5,3
"Mivi collar wireless is best....... Not good, may be all paid youtube reviews...... Bakwas",1
fir dilaevariy boy extrae charge,1
Good condition and sounds quality is awesome,5
sound quality poorcall quality very poor,3
wonderful soundwonderful quality wonderful technology wonderful realme,5
Best in all earphone but only faced problem for pubg audio lag...!!,4
I purchased this headset on 24th Dec 2019 and now today is 14 Oct 2020 a week later my one headphone was not working but today both side headphones are not working. Worst headset i have ever used..Thanks,1
Good product. Not so comfortable while using,5
Nice product but,5
verry osm product 🕺,5
Bass awesome  sound ok battery ok,5
Excellent headphones with very good sound quality in this price range,5
it  too good,5
At this price range this pdt is value for money .its has vary good sound quality you can listen music at full volume without pain in your ears. And nice battery backup.,5
Osama products,5
nice but lirtle bit working late other wise full features are superb,5
Very good product,5
good,5
awesome quality earphones... just go for it.,5
good sound quality,4
awsm product,5
exlent product sound clarity battery backup superb value fore money thank you realme,5
Must buy,5
Quality earphones.. Bluetooth 5. 0 just awesome..quality wonderful... Bass balanced... Clarity 100%..,5
Highly recommended.. All are good,4
Thank you Flipkart 😊😊😊,5
Super bass sound quality osm,5
nice,5
Nice Neckband . I really impressed . Thnxx Flipkart,5
nice product,5
awesome product,4
Good product even bass also good,5
good sound..,5
good product,5
"I am totally satisfied by this product, no problem at all superb sound quality",5
Super product,4
"Delivered by Flipkart in 2 days.Magnetic connection control works like a charm, real handy. Quick connection.Bluetooth stays connected at about a distance of 8 metres maxSound quality is good. Don't use at max volumeOnly Con I found is that you have to look for the buttons on the band, doesn't pop out so much for your fingers to feel it.",4
superb,5
Unexpected product from realme sound quality is too good very much attractive design and quality,5
The product was looking good in built quality and sound also very good...No noise cancellation...after using this product getting incoming call receiving problem... there is no proper customer care services in rural areas... Hope don't buy this brand. Battery also draining fast...,5
Next and previous function doesn't work properly.,2
"very good sound quality, good bass ,vocals and treblewill update battery life after using for some daysonly one problem it is very difficult to recognise volume ,Play pause and call receive button...",4
realme wireless earphone is much better but physically batn power off and is not and ficycaly and next song rewind forwdind not working,3
nice one please go for,5
superb earphone...,5
sound quality is very good as well as bass also. battery life also support very long term.only button can't find without seen,5
superb sound quality and flexible product,5
"it is very clear bass... i like this ... love you realme..,",5
"nice product ...not that insane bass like all youtubers are claiming to be.... good sound no problem of bad highs etc...its an premium product built but wires look bit short and buttons are clicky no problem in tht , good voice call quality ..good packaging",5
very nice,5
Really a good product.Designand build quality is good.I recommend to provide a small pouch for carrying,5
sound quality is good,4
Satisfied with this product!,3
awesome product with superb sound quality and bass,5
Awesome Product by realme you must go on it,5
great excellent perfect out standing no more words to express about d product..thnx,5
best,5
"just awesome...,",5
Sound quality good,5
Awesome sound quality,5
All reviews are around good bass but i found it noisy and vocals unclear as may be trouble and bass noise high,3
Advantage:- 1). new features of magnet on/off2). Good built quality3). quick connect4). sound quality is good Disadvantage:- 1). Buds weight is heavy.2). play/pose button is not feel in hand.3). irritated at first time,4
awsm sound quality .. clr bass. best for samsung phones not good for realme phone.sound is too low and bass not there.,5
Just excellent..,5
Excellent by realme with this price,5
battery backup is awesome in this buds....hot looking...sound and bass quality is very good.....,5
awesome..must bye,5
pros:-Good audio quality.faster response to connectivity.blind purchase @low cost.better clarity than I pod & SamsungBluetooth connectivity is simplified.voice clarity is good.volume control manual is faster responsepause function is good.long press Google assistant is good.skin grip is superb.no infection.cons:- color is more contrast.,5
"it's good and nice , but total black colour is not available. good product",5
nice one,4
good quality nice sound,5
osm buds,5
nice product,5
"Nice value for money, next time blend in the usb type C charging. Now days most chargers are type C",5
"Bass 1/5 - Very low and not satisfying at allTreble 3/5 - Feels like some hearing from an unbranded company earphonesComfort 2/5 - Pains me if I continue for more than a hourBattery 4/5 - GreatQuality 3/5- AverageCalling - 0/5- Worst, no Noise cancellation at all. All of my callers are complaining to me about the disturbance.I am a big fan of Realme but this product disappointed me very much.",2
Lows and middles are good. Bass is very poor. Definitely not for the bass lovers. Mic quality is good when compared to other Bluetooth ear phones. Battery back up is the best of all the available.,4
deep bass is vry good or equaliser too short. battery quality is ver bad..... 2hrs-3hrs song sona jai,4
Awesome product,5
Very worst connection,1
bass is low,2
Poor Bass boat 255f is best and the + - are only for volume control not for next previous,2
very bad base..need to improve the base,1
"Very very bad product, plz plz don't buy this .",1
Very bad product,1
Auto on/off magnetic function is awesome..🤗👍I’m an #iphone user and it is best for me.Thanks to Flipkart and Realme,5
I have a very bad product I would like to sugget not to waste money in this product. Battery backup does not work properly,2
i got a damaged product,1
Mike problem,1
sound quality not good overall the product is good bass 5/5 disine 5/5 sound 3/5,5
Awesome sound quality and battery backup,5
Guys if you're planning this bluetooth for online gaming or specially for pubg please don't buy if your not happy return will be not accepted by flipkart it takes months for them to come and take a technician and for gaming this device is worst please don't buy.,1
"little bit disappointed that only one device can connect at a time..... performance wise ok..,,,",3
Waste I bought it in December it is not working since march It just worked for 3 months,1
During Voice calling not give proper sound,3
Avarage sound ok good My old headphone boat company super sound,3
I want to exchange this is  not working Worst product,1
"Built quality not as expected, ear compatibility is very bad, sound not good. Don't buy realme buds.",1
This neckband earphones are just amazing/fabulous 🤟🤟👌👌✌🖖🤘🤙........design and color is just mindblowing 😃😘😎❤....guys you must buy this product😀😁❤❤.......I love you realme💝🥳❤ and also filpkart❤🥳💝....flipkart is one of the best shopping app I have ever seened 💝🥳❤🤘🖖😊😋🤗🖖🤟😘😎❤❤❤❤❤❤,5
Goods,1
Bad,1
Not like,1
It's too awsome,5
Realme Buds are not ment HIGH BASE lovers.For High base and sturdy build prefer Boat Rockers But battery backup is awesome.Compared this product as I own both of them.,3
These buds have mic which lies around neck .so either you will have to speak loud or move mic closer to your mouth. Should have been better if mic had been near. Rest music wise Good to go.,3
nice bluetooth Realme good quality headphone,5
"Bass is too low, battery backup 6-7 hr. Button placemat is bad, not working in single click.",2
its good in sound quality n built in design...but i have got an defective product..mic not working properly,2
nice sound qualityvalue for moneynice product with outstanding performance and connectivity.battery backup is pretty awesome.,5
"It's amazing.best quality product. awesome sound quality. amazing bass quality, design. battery also good. and thanks Flipkart for faster delivery.",5
poor dont buy,1
"No 3d effect on 3d song,, Just loud and bass..",1
"very flat sound very bad base,i have boat rokerz 600 amd Skullcandy crushers they are way ahead of  this  earphone can't even compare .",2
Pros:Sound clarity is goodOn/off is controlled by magnets. Disconnecting magnets will switch on the device and vice versa.Build quality is goodBattery backup is goodCons:Bass is not up to the mark. Volume levels are lowYellow color is odd. Couldn't find other colors.Price should be around 1500Difficult to press the buttons.,4
sound quality was not good only base was there trubbles and vocals are not clear .....i want to replace it with some other wireless earphone but flipcart not sccept return.....i feel so unsatisfied..,1
"Very bad experience during calls..Even after it gets connected ..and volume is max .... nothing is audible during calls , video calls,group meetings...etc.Sometimes strange robotic buzzing sound comes..Will have to connect and disconnect 3-4 times to finally get proper connection..Left side has stopped working after 8-9 months",1
"Comparing with Boat Rockerz, Realme Buds headset has more treble than bass, which affects its overall sound quality.The color combination is very bad.Rubber pads are not useful, they supposed to hang in the ear.The Bluetooth range is poor.Costlier than the other same range of products.Power ON/Off Tech is impressive, saves battery life.",1
Very bad product battery backup is very bad,1
"you cannot change  song, you hve to use mobile for that, also no fast forward & backward with buds.",1
it's nice design but boss was very poor,1
super bass,5
good,4
Nice product,5
Super Mario,5
Sound quality is poor,1
good,4
Nice bass nice sound,5
Awesome,5
"overall everything is ok, i am satisfied with this product.",5
Excellent,5
A good product with quality music and comfort.,5
Not good,1
Bast product,5
Not working,2
Volume bottom not work,1
This product is very nice Nd beautiful buds realme w item,5
Very good quality very impressed disine,3
Fantastic,5
Nice product.,4
Superrr sound and bass also but main problem is controlls very confused middle controllers,4
Good,5
Amazing,5
"first of all with mi 18 watt charger,it got full charged in 20mins.that was amazing and 16-18hrs playtime is best at this price range.I searched for a wireless earphone and bought many but finally settled with this.sound quality is good but build quality is premium.overall i would say it is the best earphone to go with and I guarantee you will not regret.drop like if you find it useful.",5
"I am using this product from 2 daysLet me share with you my experienceThis is my genuine and humble review 1st the delivery of flipkart is too good and then awesome packingThen comming to productThe experience of sound is really great we catch every instrumental sounds clearly and be joyful while listening and my rating is 4/5And then about bass, actually I expected too about bass boost but it not reached then that just good actually but I satisfied with that and my rating is 3/5Then ...",5
LONG BUT WORTH READING.Honest review after one week. Just go for it. Dont get affected by negative reviews. Totally worth every penny and far ahead of its competition. The battery backup is splendid. Sound quality is very good nothing to complain here. Comfortable in the ears. Connectivity perfect. I haven't experienced any lag with normal media usage. I am a student and watch video lectures at sometimes 2x speed and never once I faced voice lag while changing video speed. Just go for it. Ju...,5
writing review after using it for two days ..first of all its having best battery backup among other wireless headphones.only drained 20% battery aftr usage of some 8hrs.. build quality is above the mark.. bass wise its lil low.. bt its ok .. go for it .. it wont disappoint you .. a great thumbs-up for flipkart delivery teams👍🏻👍🏻,5
The bass provided is a decent one and the sound clarity is pretty good.And all the other features are exceptional.U can surely go for this one for the price range..will not regeret.,5
"ONEPLUS THE BEST 🌟Crystal clear sound .Treble & Bass are well balanced.Bass is developed compared to OP Bullets 2 .Massive Battery Backup within 10-15minutes of charging.Built Quality is too good which gives premium feel .Magnetic On/Off will be very much useful .Finally , OnePlus gave us the best affordable wireless earphones 🌟 🌟 🌟 🌟 🌟",5
"Thanks to flipkart fot super fast delivery in our rural area.Got it within 3 days.Super earphones using it for online pg classes,comes with handy backup hrs.5/5 for sound quality4/5 for bass(not as high,for competitor like sony310,or realme wireless)5/5 for build qualityWill rewrite a review after a month use",4
"😇No more tangles n dangling!! Loved it! Sweetest thing about this is, we can do our works FREELY or even go washroom with music on us..🤣 I would say, Go for it👉 feel that energy!Well packed, class look And of course, the sound quality is GreAttt!!🤩 (I admit I'm a bit excited)And thanks to Flipkart for a quick n safe delivery 🤗",5
"Looking nice product...I got just 1day delivery..11th I ordered...12th I received...in this price range this product is no1..I got blue...i gift to dear one.. must buy.. don't go other products on this price range is this best....next level headset...no other gives this much battery life 20hrs...mind blowing OnePlus bullet z.. presently I'm using realme wireless buds, both are best in this segment but OnePlus is more battery life n extra multiple device connectivity button n latest design...",5
THIS ONE IS OUTSTANDING...few months before if some one ask me WITCH IS THE BEST VALUE FORE MONY WIRELESS EARPHON in the market I will definitely go for the SONY....JBL...or.....REALME                But now it the oneplus BULLET WIRELESS Z I will give you my thoughts and features of this earphon from my 3 days of usage BUILD QUALITY : the build quality of this earphon was good..combination of good plastic materials and some fiber......if you enjoy music or whatever no problems that it w...,5
"By now u have seen 100's of review by now ... Everything u have read is true ... 5/5 in all but not in bass... If u havnt brought and u r a base head pls look for different headset but like me if u r stuck with this there is A FIX TO BASS.... SIMPLY CHANGE THE EAR TIP TO LARGER SIZE ... It improves the bass significantly at the cost of slight discomfort .... It works .. trust me Pls upvote this comment , So more people can improve the bass",4
"Product is superbbb... Really  frds... Gaming sounds is also good .. pubg games sounds is clear... Compare two to another product .. it is really awesome.  I really love it is a genuine review .  I hope you are also like this product who is waiting for the games music ,video , call, it is the very very very good and also the billied quality is very good and also the battery charging is very good is take 10 minutes time but he charges in 10 minutes time and also the product will be used for 10...",5
Best budget Bluetooth earphones by one plus ....sound quality superb.....bass also good .... vry good built quality ....fix 15 hours play back ....very fast order delivery by flipkart ....over all good,4
I have used this with a non OnePlus device so take that into consideration when reading this. Just want to mention that if you are not an audiophile you will never notice the difference between AAC and aptx. These earphones only support AAC and SBC.Cons:The bass is very much lacking. The treble at higher volumes sometimes (although rarely) starts tearing up. If you are interested in movies with a lot of explosions and bullets flying around it won't be a very immersive experience. Pros:S...,3
"I'm fan for Oneplus since their first product. I have bought the series of products along their launch. Very first product from oneplus which did not meet my expectations is 'oneplus bullets wireless-z bluetooth headset'. It has no BASS effect at all!!! if you are buying for listening music and music lover, better to avoid. However, call quality, voice clarity  and battery backup are at its best. One of the best headset to consider for day to day usage.",1
"It's definitely worth. But it's not a basshead earphones, I've seen some reviews saying it's got such an amount of base but in reality it's a balanced headphones adequate amount of bass nothing much more.This one plus sounds good when it comes to overall sound quality, it's all balanced Product quality is superb at this price range you can't complainMagnetic on/off is very helpful in saving battery life and convenient too, you don't have to switch it off and on, just detach it and it in...",5
"Those who are looking for good voice quality in this price range , these OnePlus Bullets are the best you can find.• doesn't miss any single beat even at the lowest volume levels.•fast charging - 50% in 10 minutes & 100% within 25 minutes.•deffinately has a long run time and yes you do get upto 20hours of play time for a full charge (depending on the volume level you choose to play)• very user friendly. one can listen for long time without any issue, for it u'll have to try the different...",4
"I have been using this product from couple months. This headset will absolutely not work for calls. The reason is, the build of Wireless Z will not get mic near our mouth. However, it works if you have absolute patience to hold the mic in front of your mouth for hours you talk or be in meetings. This headset is only nice for listening songs compromising on Bass ! Only good thing I found is battery backup... You keep charge, go drink tea and come back. It will do for the whole day. ...",1
"I love the build quality.... Love the battery life... Low latency mode is also working perfectly while playing PUBG ... Accessories are pretty good....But if I'm talking about the bass... Bass is not as good as compare to the realme buds wireless... Realme buds have powerful and heavy bass compare to this...Except this, everything is perfect...If you're ok with medium bass then you should go for it... you'll not regret for that...Also call quality is crystal clear... So don't think so muc...",4
"This works great with OnePlus 6 where you have audio tune option , there you can customise to the appropriate bass,Out of the box it has medium bass but when you turn on AAC and audio tune it to your requirements it's sounds great and highly recommended of your phone has audio tune option you won't regret it. All those unboxing  videos on the internet are all false it has sexy bass.",5
Best in class !! I am using this with my iphone 7 (no connectivity issues)Sound quality is good with balanced bass n treble(Soft Bass) Overall A very good product in this price range!,5
Everything think is good but bass is low But after updating my OnePlus device The wireless z  earphone sounds better than priviousBecause it's got support Of Dolby Atmos soundsOver all best for OnePlus device s,4
"Best in this price range..( used others from sony,jbl,noise)Saw youtubers saying this has low bass...No.not at all..Sounds incredible on my asus 6z.little tuning in the audiowizard and these sound like expensive studio quality headphones.Pros:Great sound qualityTop notch build qualityThumping bass..low frequency bass response is goodGood battery backup with quick chargeCons:Low Latency mode only works with one plus phones Thanq #ONE PLUS for this fantastic product.",5
"When I am starting for use..I  am facing much more problems,,1 , on, off issue... not connect fast sometime  sensor not working properly,,.. sound quality good but not excellent, .. And battery capacity is max 8 hour ..🙏🙏🙏 i am not happy with us...",1
"Pros:1. Magnetic switch is fabulous. Switch over time is three seconds actually.. fantastic.2. Battery is unmatchable. 20, hours literally.. far ahead than its competitors.3. Neckband automatically switches off when not in use.. 4 Build quality is good with an attractive OnePlus engraving.5. Calling quality is excellent. No disturbance on the other side of call. 6. Good bluetooth range.Cons1. Should have provided with a case.2. To compete with Sony WI series, vibration was needed....",5
Writing review after 3 days usage.... battery backup is really nice......am using redmi fast charger it's fully charged within 10min..... sound quality is really awesome..... decent bass....if you need heavy bass it's not your option....I really like this....,5
Really great earphones.. very comfortable and very easy to use. If u love high bass then this are not for u other then that this are pretty good if u wanna buy them just do it. I totally recommend this,5
Excellent sound and great battery backup 💓 awesome design...I am happy with ONE PLUS 👍👍👍,5
"Best wireless earphones at 2k price range! Hands down, the best call quality, build quality (so light that you won't even realise it is there), great warranty, wonderful features and God, that battery and charging is magic. Also, the music experience is pretty good, yes, the base could be better, but nothing at all that you can notice. Don't think for a second, I did a lot of research before buying and it is worth it!",5
"I use it last 10 days & everyday use 7_8h 😂👇👇👇According to price...i give 10/10Every beat is clear, if you music lover, you feel it. 10/10Base 10/10Deep bass 10/9 (if you true bass lover otherwise it's very good for long time use in a day)Lyrics are very clear Battery 10/10 ( 18_19 battery)Design & build 10/10  comfortable, no pain if you use long timeGood for bike riding.Mic very Powerful it's catches whole sounds near u.",5
"1.Build quality could have been a bit better..2.Bass is gud though i don't know why people are complaining..3.Battery is life is phenomenal you will get tired of listening..3.Mic quality is great..4.Magnetic connection is strong compared to realme buds..5.looks are great and flexibility is there for protecting it from accidental stretches.6.moreover its splash resistant.7.I have been using realme buds since it's launch, Compared to realme buds bass is just 1 or 1.5 points low out of 5....",4
Excellent product by one plus .....and best earphone from all brands in this range .......sound quality is awesome....  ...bass is good .....not average......best things this earphone is battery backup .....I get 2 day batter.....approx 19 hour backup ......,5
"PROS : 1. Long lasting battery life (About 18 hours)            2. Full charge in 30 minutes.             3. Excellent balanced sound.             4. Quick Switching between my phone and laptop CONS : 1. Bass is moderate.            2. Magnetic control only pause the audio, but can't play while separating the buds in my Redmi NOTE 7 Pro.",5
The bass is decent one audio clarity is just asowem .Im using this while running and i will suggest that to use right ear tips for perfect fitting .Battery is outstanding 😍,5
I heared in you tube review that bass is low.But trust me amazing bass amazing sound.The call quality is astoundingly great.,5
Osm blutooth earphone by one plus ultra low latency mode works on my redmi k20pro it's good option for pubg lover and base is not so good but definitely base is present in these earphone according to price its good,5
"Great product Very much useful for us. It has all the best... Like sound quality, battery back up, buid quality, fitting in the 👂.. I recommend it for buy everyperson who's like wireless headphones...",5
I sanitize this oneplus bullets wireless fully satisfied for this product very nice build quality and sound quality very very good battery backup at this price. I have using this headphone for my oneplus 7 Pro device its perfect pair lots of love for oneplus .. thanks Flipkart for delivery on this critical condition all over world,5
Great product for the price compared to the other available in the market.Sound quality is good not great.The ear plugs magnets could have been more powerful.There should have been a flap sealing lid on the charging port.Fully satisfied with the battery backup.Go for it👍,4
The BEST under 2k. The magnetic control is awesome. Neck band is really comfortable. The bass is not that good. But the overall sound is very very balanced and enriched. I had an awesome experience with it. The battery life is great. Easily gave me 20 hours of backup. This is an overall value for money product. Go for it.,5
Every thing is great but battery backup is super great i liked it,5
"Sound clarity is perfect,design built quality also good,most important thing is battery backup it superbb👌👌🔥🔥but bass is not that much good overall product is awesome 🔥🔥🔥😍😍",5
"Superb quality 👌 bass abd sound quality are also very fine... From my personal review, I like it low latency. Best for pubg and other games.",5
"I dont know why some people are complaining about low bass , on the contrary they have quite adequate bass and when you pair them with devices having dolby audio , it just works like a charm.-Best build quality-Battery backup is one of the best in its segments -Sound quality is actually more than awesomeAnd its more than just value for money , in 2k their's no other good alternative .Got them at only at 1850 /-",5
Z is not for bassheads but for those who want crystal clear sound and no muddiness at all.Mid-tones: 10/10High-tones: 10/10Bass: 7/10 Perfect switching between devices and 20 hours battery backup.And breakneck fast charging Speed Bass is there but not thumpy bass so songs like BELIEVER  may not sound good.But watching movies and stuff on this one is so terrific and enjoyable so 10/10 for that.For bass lovers oppo enco m31 would be a better choice cause it has 2 modes balanced mode and...,5
One of the finest headset in this prize range .And battery life is one of the greatest thing makes this product worty to buy .and talking about sound quality So one plus the name is enough 👍,4
"This is a wonderful product Unless you have received a faulty unit. Let me help you here Pros -Best in class buildBest in class features (quick pairing and switching, super quick charge)Best in class battery lifeMost comfortable earphone (i have tried nearly all good earphones under 3000 both wired and wireless. Comfort of these are superb)Cons -Sound is like a typical 1000rs earphone.Bass is there but not that much.But still i am rating it 5* why because my friend No OTHER wirele...",5
